age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
53;admin.;married;basic.9y;no;64;no;no;telephone;may;mon;189;3;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;164;yes;no;telephone;may;mon;75;2;-1;0;nonexistent;no
42;blue-collar;divorced;basic.9y;no;1766;yes;no;telephone;may;mon;189;2;-1;0;nonexistent;no
44;blue-collar;divorced;basic.6y;no;1248;no;no;telephone;may;mon;55;2;-1;0;nonexistent;no
39;housemaid;married;basic.9y;no;0;yes;no;telephone;may;mon;935;3;-1;0;nonexistent;yes
37;admin.;single;high.school;no;826;yes;yes;telephone;may;mon;56;2;-1;0;nonexistent;no
60;blue-collar;married;unknown;unknown;2630;yes;no;telephone;may;mon;5;2;-1;0;nonexistent;no
36;services;married;high.school;no;3727;no;no;telephone;may;mon;225;2;-1;0;nonexistent;no
42;management;divorced;university.degree;no;406;yes;no;telephone;may;mon;125;2;-1;0;nonexistent;no
31;admin.;married;high.school;no;2999;yes;yes;telephone;may;mon;286;2;-1;0;nonexistent;no
53;technician;divorced;professional.course;unknown;1000;no;yes;telephone;may;mon;206;2;-1;0;nonexistent;no
45;blue-collar;married;basic.4y;no;503;yes;no;telephone;may;mon;164;2;-1;0;nonexistent;no
37;technician;single;professional.course;no;-203;yes;no;telephone;may;mon;98;2;-1;0;nonexistent;no
47;self-employed;married;professional.course;no;361;no;no;telephone;may;mon;446;2;-1;0;nonexistent;no
49;blue-collar;divorced;high.school;no;274;no;yes;telephone;may;mon;742;2;-1;0;nonexistent;no
36;admin.;married;university.degree;no;3687;yes;no;telephone;may;mon;120;2;-1;0;nonexistent;no
35;services;divorced;high.school;no;323;no;no;telephone;may;mon;122;3;-1;0;nonexistent;no
38;unknown;married;unknown;unknown;981;no;no;telephone;may;mon;362;4;-1;0;nonexistent;no
38;services;single;high.school;unknown;638;no;no;telephone;may;mon;357;2;-1;0;nonexistent;no
50;blue-collar;divorced;high.school;unknown;3229;no;yes;telephone;may;mon;200;2;-1;0;nonexistent;no
59;retired;married;professional.course;unknown;1610;no;no;telephone;may;mon;107;2;-1;0;nonexistent;no
43;unknown;married;unknown;no;33;yes;no;telephone;may;mon;267;2;-1;0;nonexistent;no
42;admin.;married;high.school;no;536;yes;no;telephone;may;mon;248;2;-1;0;nonexistent;no
40;admin.;married;basic.6y;unknown;0;yes;no;telephone;may;mon;215;2;-1;0;nonexistent;no
46;blue-collar;married;unknown;unknown;3057;no;no;telephone;may;mon;209;2;-1;0;nonexistent;no
57;housemaid;divorced;basic.4y;no;2892;yes;yes;telephone;may;mon;205;2;-1;0;nonexistent;no
42;admin.;married;university.degree;no;0;yes;no;telephone;may;mon;261;3;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;no;3316;yes;no;telephone;may;mon;83;2;-1;0;nonexistent;no
54;management;divorced;university.degree;no;106;yes;no;telephone;may;mon;106;3;-1;0;nonexistent;no
27;admin.;single;university.degree;no;2303;no;no;telephone;may;mon;106;2;-1;0;nonexistent;no
36;admin.;married;high.school;no;3301;no;no;telephone;may;mon;108;2;-1;0;nonexistent;no
58;blue-collar;married;professional.course;unknown;426;yes;no;telephone;may;mon;214;2;-1;0;nonexistent;no
40;management;married;university.degree;unknown;9;yes;no;telephone;may;mon;358;2;-1;0;nonexistent;no
34;admin.;single;basic.9y;unknown;-97;no;no;telephone;may;mon;453;2;-1;0;nonexistent;no
33;admin.;divorced;high.school;no;11008;no;no;telephone;may;mon;364;2;-1;0;nonexistent;no
56;retired;married;basic.6y;no;4930;no;no;telephone;may;mon;136;2;-1;0;nonexistent;no
42;blue-collar;married;basic.9y;no;707;no;no;telephone;may;mon;173;2;-1;0;nonexistent;no
43;services;married;high.school;no;4;yes;no;telephone;may;mon;241;2;-1;0;nonexistent;no
54;management;single;basic.9y;no;126;yes;no;telephone;may;mon;224;3;-1;0;nonexistent;no
53;admin.;single;basic.6y;no;671;yes;yes;telephone;may;mon;148;2;-1;0;nonexistent;no
42;technician;single;unknown;no;219;no;no;telephone;may;mon;230;2;-1;0;nonexistent;no
40;services;married;basic.6y;unknown;3622;no;no;telephone;may;mon;199;3;-1;0;nonexistent;no
54;technician;married;professional.course;no;1580;yes;yes;telephone;may;mon;196;2;-1;0;nonexistent;no
40;housemaid;single;professional.course;no;1319;no;no;telephone;may;mon;111;4;-1;0;nonexistent;no
26;admin.;single;university.degree;no;2152;yes;no;telephone;may;mon;231;3;-1;0;nonexistent;no
33;admin.;married;high.school;no;2843;no;no;telephone;may;mon;316;3;-1;0;nonexistent;no
35;blue-collar;married;basic.9y;unknown;0;no;no;telephone;may;mon;240;2;-1;0;nonexistent;no
36;admin.;married;high.school;no;1115;no;no;telephone;may;mon;669;3;-1;0;nonexistent;no
29;services;single;high.school;no;625;yes;no;telephone;may;mon;425;2;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;246;yes;no;telephone;may;mon;121;2;-1;0;nonexistent;no
35;management;married;high.school;no;61;yes;no;telephone;may;mon;174;5;-1;0;nonexistent;no
50;self-employed;single;university.degree;no;-191;no;yes;telephone;may;mon;88;5;-1;0;nonexistent;no
46;services;married;high.school;unknown;519;yes;no;telephone;may;mon;313;3;-1;0;nonexistent;no
49;entrepreneur;married;high.school;no;522;yes;no;telephone;may;mon;135;4;-1;0;nonexistent;no
42;technician;single;professional.course;unknown;-46;yes;no;telephone;may;mon;152;2;-1;0;nonexistent;no
36;blue-collar;single;high.school;no;2269;yes;yes;telephone;may;mon;402;3;-1;0;nonexistent;no
55;blue-collar;married;basic.9y;unknown;386;yes;no;telephone;may;mon;221;2;-1;0;nonexistent;no
41;management;married;university.degree;unknown;0;no;no;telephone;may;mon;213;2;-1;0;nonexistent;no
57;management;married;professional.course;unknown;9103;yes;no;telephone;may;mon;144;3;-1;0;nonexistent;no
32;services;single;high.school;no;908;yes;no;telephone;may;mon;158;3;-1;0;nonexistent;no
49;admin.;married;basic.9y;no;1694;no;no;telephone;may;mon;220;3;-1;0;nonexistent;no
57;unknown;married;unknown;unknown;-92;yes;no;telephone;may;mon;325;2;-1;0;nonexistent;no
58;blue-collar;divorced;basic.4y;no;188;yes;no;telephone;may;mon;254;2;-1;0;nonexistent;no
52;technician;married;high.school;no;0;yes;no;telephone;may;mon;503;2;-1;0;nonexistent;no
50;services;divorced;professional.course;no;740;no;no;telephone;may;mon;680;2;-1;0;nonexistent;no
41;blue-collar;single;basic.9y;unknown;655;yes;no;telephone;may;mon;421;4;-1;0;nonexistent;no
33;entrepreneur;married;university.degree;no;867;yes;no;telephone;may;mon;130;3;-1;0;nonexistent;no
57;blue-collar;married;basic.4y;no;1009;no;no;telephone;may;mon;164;2;-1;0;nonexistent;no
48;blue-collar;married;basic.6y;unknown;6360;no;no;telephone;may;mon;174;3;-1;0;nonexistent;no
55;technician;married;professional.course;no;4145;no;no;telephone;may;mon;113;2;-1;0;nonexistent;no
38;management;married;university.degree;no;-27;no;no;telephone;may;mon;195;2;-1;0;nonexistent;no
38;services;married;high.school;no;-122;yes;no;telephone;may;mon;347;3;-1;0;nonexistent;no
53;admin.;married;university.degree;no;149;yes;no;telephone;may;mon;208;2;-1;0;nonexistent;no
43;unemployed;single;university.degree;no;52;no;no;telephone;may;mon;404;4;-1;0;nonexistent;no
36;blue-collar;single;high.school;no;335;no;no;telephone;may;mon;396;2;-1;0;nonexistent;no
32;blue-collar;married;basic.9y;no;526;no;no;telephone;may;mon;98;2;-1;0;nonexistent;no
33;services;married;basic.4y;no;-7;no;no;telephone;may;mon;229;3;-1;0;nonexistent;no
58;entrepreneur;married;basic.4y;no;-413;yes;no;telephone;may;mon;350;2;-1;0;nonexistent;no
40;unemployed;divorced;high.school;unknown;-241;no;no;telephone;may;tue;88;3;-1;0;nonexistent;no
57;management;married;university.degree;no;75;yes;no;telephone;may;tue;379;2;-1;0;nonexistent;no
45;technician;married;high.school;no;0;yes;no;telephone;may;tue;168;3;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;158;yes;no;telephone;may;tue;190;3;-1;0;nonexistent;no
46;admin.;married;university.degree;no;84;yes;no;telephone;may;tue;158;1;-1;0;nonexistent;no
36;technician;married;university.degree;no;114;no;no;telephone;may;tue;210;1;-1;0;nonexistent;no
41;self-employed;married;high.school;no;0;yes;no;telephone;may;tue;102;1;-1;0;nonexistent;no
57;admin.;divorced;basic.9y;no;-127;no;no;telephone;may;tue;306;1;-1;0;nonexistent;no
49;blue-collar;married;basic.9y;unknown;49;yes;no;telephone;may;tue;64;1;-1;0;nonexistent;no
56;management;divorced;high.school;no;216;no;no;telephone;may;tue;218;1;-1;0;nonexistent;no
37;blue-collar;married;basic.9y;no;506;no;no;telephone;may;tue;77;1;-1;0;nonexistent;no
37;blue-collar;married;basic.9y;no;213;no;yes;telephone;may;tue;54;1;-1;0;nonexistent;no
46;admin.;single;high.school;no;170;yes;no;telephone;may;tue;344;1;-1;0;nonexistent;no
22;blue-collar;single;basic.9y;no;776;yes;no;telephone;may;tue;195;1;-1;0;nonexistent;no
43;services;married;high.school;no;879;no;no;telephone;may;tue;202;1;-1;0;nonexistent;no
49;blue-collar;married;unknown;no;1633;no;no;telephone;may;tue;286;1;-1;0;nonexistent;no
41;technician;married;basic.6y;no;926;yes;no;telephone;may;tue;278;1;-1;0;nonexistent;no
38;admin.;single;university.degree;no;2559;no;no;telephone;may;tue;189;1;-1;0;nonexistent;no
33;admin.;married;basic.9y;no;909;no;no;telephone;may;tue;83;1;-1;0;nonexistent;no
49;admin.;married;university.degree;no;-176;yes;yes;telephone;may;tue;18;1;-1;0;nonexistent;no
30;blue-collar;single;unknown;no;1085;no;no;telephone;may;tue;184;2;-1;0;nonexistent;no
33;admin.;married;basic.9y;no;1265;yes;no;telephone;may;tue;235;1;-1;0;nonexistent;no
34;management;single;university.degree;no;-239;no;no;telephone;may;tue;290;1;-1;0;nonexistent;no
30;student;single;unknown;unknown;726;no;no;telephone;may;tue;133;1;-1;0;nonexistent;no
59;management;married;basic.4y;unknown;296;yes;yes;telephone;may;tue;318;1;-1;0;nonexistent;no
59;management;married;basic.4y;unknown;-627;unknown;unknown;telephone;may;tue;437;1;-1;0;nonexistent;no
41;self-employed;married;university.degree;no;-468;no;no;telephone;may;tue;402;1;-1;0;nonexistent;no
48;housemaid;married;basic.6y;unknown;551;yes;yes;telephone;may;tue;501;4;-1;0;nonexistent;no
28;unknown;single;unknown;unknown;0;yes;yes;telephone;may;tue;1201;1;-1;0;nonexistent;yes
44;services;married;high.school;no;101;yes;no;telephone;may;tue;1030;1;-1;0;nonexistent;yes
59;retired;unknown;university.degree;unknown;517;no;no;telephone;may;tue;253;1;-1;0;nonexistent;no
50;management;married;high.school;unknown;37;no;no;telephone;may;tue;149;1;-1;0;nonexistent;no
35;admin.;married;university.degree;no;854;no;no;telephone;may;tue;144;1;-1;0;nonexistent;no
42;admin.;married;high.school;no;30;no;no;telephone;may;tue;69;1;-1;0;nonexistent;no
45;admin.;married;basic.9y;no;81;no;no;telephone;may;tue;243;1;-1;0;nonexistent;no
36;technician;married;professional.course;no;0;no;no;telephone;may;tue;769;2;-1;0;nonexistent;no
56;services;married;high.school;unknown;663;no;no;telephone;may;tue;135;3;-1;0;nonexistent;no
29;blue-collar;divorced;basic.4y;no;102;no;no;telephone;may;tue;231;1;-1;0;nonexistent;no
41;self-employed;married;university.degree;no;370;yes;yes;telephone;may;tue;442;2;-1;0;nonexistent;no
42;blue-collar;married;basic.9y;unknown;189;no;no;telephone;may;tue;199;1;-1;0;nonexistent;no
52;services;single;high.school;no;111;no;no;telephone;may;tue;455;1;-1;0;nonexistent;no
48;services;married;high.school;unknown;665;unknown;unknown;telephone;may;tue;152;1;-1;0;nonexistent;no
31;blue-collar;married;high.school;unknown;214;yes;no;telephone;may;tue;124;1;-1;0;nonexistent;no
43;unemployed;married;university.degree;unknown;0;yes;no;telephone;may;tue;424;1;-1;0;nonexistent;no
36;blue-collar;married;basic.4y;unknown;1583;no;no;telephone;may;tue;43;1;-1;0;nonexistent;no
42;entrepreneur;married;university.degree;no;0;yes;no;telephone;may;tue;154;1;-1;0;nonexistent;no
52;services;divorced;basic.6y;no;0;no;no;telephone;may;tue;393;1;-1;0;nonexistent;no
39;admin.;married;high.school;no;687;yes;no;telephone;may;tue;203;2;-1;0;nonexistent;no
36;services;married;high.school;no;327;no;yes;telephone;may;tue;140;2;-1;0;nonexistent;no
42;blue-collar;married;basic.9y;unknown;-119;yes;no;telephone;may;tue;326;1;-1;0;nonexistent;no
41;admin.;married;high.school;no;794;no;no;telephone;may;tue;483;1;-1;0;nonexistent;no
55;technician;married;basic.4y;no;-191;no;yes;telephone;may;tue;259;1;-1;0;nonexistent;no
30;blue-collar;married;basic.9y;no;409;no;no;telephone;may;tue;227;1;-1;0;nonexistent;no
57;retired;unknown;basic.4y;no;3;no;no;telephone;may;tue;673;1;-1;0;nonexistent;no
45;entrepreneur;married;basic.4y;unknown;9;yes;no;telephone;may;tue;576;1;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;unknown;155;yes;yes;telephone;may;tue;180;2;-1;0;nonexistent;no
39;self-employed;single;basic.9y;unknown;1330;yes;yes;telephone;may;tue;90;1;-1;0;nonexistent;no
47;admin.;married;high.school;unknown;-29;no;no;telephone;may;tue;505;1;-1;0;nonexistent;no
27;services;married;high.school;no;3133;yes;no;telephone;may;tue;245;1;-1;0;nonexistent;no
34;technician;single;university.degree;no;-33;yes;no;telephone;may;tue;186;1;-1;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;-170;yes;no;telephone;may;tue;208;1;-1;0;nonexistent;no
43;entrepreneur;married;basic.4y;no;1243;no;no;telephone;may;tue;623;1;-1;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;1598;no;no;telephone;may;tue;180;1;-1;0;nonexistent;no
39;management;married;university.degree;unknown;5;no;no;telephone;may;tue;496;3;-1;0;nonexistent;no
38;blue-collar;married;basic.4y;unknown;367;yes;no;telephone;may;tue;118;1;-1;0;nonexistent;no
49;blue-collar;married;basic.9y;no;658;no;no;telephone;may;tue;102;2;-1;0;nonexistent;no
58;management;married;basic.6y;no;1722;no;no;telephone;may;tue;342;1;-1;0;nonexistent;no
43;technician;married;professional.course;no;-315;yes;no;telephone;may;tue;225;1;-1;0;nonexistent;no
50;unknown;married;unknown;unknown;2483;yes;no;telephone;may;tue;185;3;-1;0;nonexistent;no
31;services;married;high.school;unknown;0;no;no;telephone;may;tue;276;1;-1;0;nonexistent;no
43;self-employed;divorced;university.degree;no;45;no;no;telephone;may;tue;87;1;-1;0;nonexistent;no
43;self-employed;married;basic.9y;unknown;46;no;no;telephone;may;tue;744;1;-1;0;nonexistent;no
30;self-employed;single;university.degree;no;482;yes;no;telephone;may;tue;262;1;-1;0;nonexistent;no
27;services;single;professional.course;no;3728;yes;yes;telephone;may;tue;271;1;-1;0;nonexistent;no
51;services;married;unknown;unknown;1099;no;no;telephone;may;tue;141;1;-1;0;nonexistent;no
37;technician;married;professional.course;no;2222;yes;no;telephone;may;tue;198;2;-1;0;nonexistent;no
46;housemaid;married;basic.9y;no;983;yes;no;telephone;may;tue;150;1;-1;0;nonexistent;no
35;blue-collar;married;professional.course;no;204;no;no;telephone;may;tue;241;1;-1;0;nonexistent;no
47;admin.;divorced;university.degree;no;1074;no;no;telephone;may;tue;196;1;-1;0;nonexistent;no
46;management;married;unknown;no;3466;yes;no;telephone;may;tue;149;1;-1;0;nonexistent;no
40;technician;married;professional.course;unknown;-203;no;yes;telephone;may;tue;264;1;-1;0;nonexistent;no
26;housemaid;married;university.degree;no;2436;no;no;telephone;may;tue;246;1;-1;0;nonexistent;no
32;blue-collar;divorced;basic.9y;unknown;976;no;no;telephone;may;tue;309;2;-1;0;nonexistent;no
45;management;married;university.degree;no;146;yes;no;telephone;may;tue;140;1;-1;0;nonexistent;no
34;admin.;married;basic.9y;no;156;no;no;telephone;may;tue;175;1;-1;0;nonexistent;no
47;blue-collar;married;unknown;unknown;189;no;no;telephone;may;tue;136;1;-1;0;nonexistent;no
42;technician;married;professional.course;no;163;no;no;telephone;may;tue;1623;1;-1;0;nonexistent;yes
57;technician;married;basic.4y;unknown;242;no;yes;telephone;may;tue;50;1;-1;0;nonexistent;no
57;technician;married;basic.4y;unknown;1173;no;no;telephone;may;tue;101;1;-1;0;nonexistent;no
38;blue-collar;married;basic.4y;no;0;no;yes;telephone;may;tue;144;1;-1;0;nonexistent;no
57;technician;married;basic.4y;unknown;296;no;no;telephone;may;tue;238;1;-1;0;nonexistent;no
28;student;single;basic.9y;unknown;333;yes;no;telephone;may;tue;354;1;-1;0;nonexistent;no
60;management;married;university.degree;no;3864;no;no;telephone;may;tue;451;2;-1;0;nonexistent;no
48;admin.;married;university.degree;no;2686;yes;no;telephone;may;tue;159;1;-1;0;nonexistent;no
47;technician;married;professional.course;no;-109;yes;no;telephone;may;tue;170;1;-1;0;nonexistent;no
40;admin.;married;high.school;no;65;no;no;telephone;may;tue;243;1;-1;0;nonexistent;no
51;management;married;professional.course;unknown;597;yes;no;telephone;may;tue;141;2;-1;0;nonexistent;no
48;unemployed;single;basic.4y;no;-799;yes;no;telephone;may;tue;112;1;-1;0;nonexistent;no
54;housemaid;married;basic.4y;no;1775;no;no;telephone;may;tue;262;2;-1;0;nonexistent;no
40;blue-collar;married;basic.6y;no;0;no;yes;telephone;may;tue;53;1;-1;0;nonexistent;no
44;admin.;single;basic.9y;unknown;-563;no;no;telephone;may;tue;134;1;-1;0;nonexistent;no
42;technician;divorced;high.school;no;5;no;no;telephone;may;tue;204;4;-1;0;nonexistent;no
52;self-employed;married;university.degree;no;139;yes;no;telephone;may;tue;678;1;-1;0;nonexistent;no
31;blue-collar;single;basic.9y;no;0;yes;no;telephone;may;tue;182;1;-1;0;nonexistent;no
32;services;married;high.school;no;855;no;no;telephone;may;tue;162;1;-1;0;nonexistent;no
44;admin.;married;high.school;no;694;yes;yes;telephone;may;tue;177;1;-1;0;nonexistent;no
39;management;married;basic.6y;unknown;151;no;no;telephone;may;tue;27;1;-1;0;nonexistent;no
57;management;married;professional.course;unknown;354;yes;no;telephone;may;tue;699;3;-1;0;nonexistent;no
52;admin.;married;basic.4y;no;673;yes;no;telephone;may;tue;358;1;-1;0;nonexistent;no
42;management;married;university.degree;no;1265;no;no;telephone;may;tue;1677;1;-1;0;nonexistent;yes
42;technician;single;professional.course;unknown;597;unknown;unknown;telephone;may;tue;529;1;-1;0;nonexistent;no
43;management;married;professional.course;no;-393;yes;no;telephone;may;tue;310;1;-1;0;nonexistent;no
31;admin.;divorced;high.school;no;256;no;no;telephone;may;tue;47;1;-1;0;nonexistent;no
29;admin.;married;university.degree;unknown;0;yes;no;telephone;may;tue;379;1;-1;0;nonexistent;no
57;blue-collar;divorced;basic.4y;no;2870;no;no;telephone;may;tue;30;2;-1;0;nonexistent;no
44;blue-collar;married;basic.9y;unknown;184;no;no;telephone;may;tue;472;1;-1;0;nonexistent;no
59;unknown;married;unknown;unknown;1905;no;no;telephone;may;tue;113;1;-1;0;nonexistent;no
